=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.14 11:03:16 =~=~=~=~=~=~=~=~=~=~=~=
Adafruit BMP388 / BMP390 test
Temp(C),Press(kPa),CalculatedAlt(m)
298.84,22.11,102.02,0.17
298.96,22.11,102.02,0.13
299.08,22.11,102.02,0.10
299.19,22.11,102.02,0.11
299.31,22.11,102.02,0.08
299.44,22.11,102.02,0.12
299.56,22.11,102.02,0.09
299.68,22.11,102.02,0.14
299.80,22.11,102.02,0.10
299.91,22.11,102.02,0.06
300.04,22.11,102.02,0.19
300.16,22.11,102.02,0.15
300.28,22.11,102.02,0.17
300.39,22.11,102.02,0.12
300.51,22.11,102.02,0.08
300.64,22.11,102.02,0.10
300.76,22.11,102.02,0.03
300.88,22.11,102.02,0.06
301.00,22.11,102.02,0.14
301.11,22.11,102.02,0.11
301.24,22.11,102.02,0.13
301.36,22.11,102.02,0.15
301.48,22.11,102.02,0.12
301.60,22.11,102.02,0.10
301.71,22.11,102.02,0.20
301.84,22.11,102.02,0.15
301.96,22.11,102.02,0.19
302.08,22.11,102.02,0.13
302.20,22.11,102.02,0.11
302.31,22.11,102.02,0.07
302.44,22.11,102.02,0.11
302.56,22.11,102.02,0.14
302.68,22.11,102.02,0.17
302.80,22.11,102.02,0.16
302.91,22.11,102.02,0.15
303.04,22.11,102.02,0.13
303.16,22.11,102.02,0.08
303.28,22.11,102.02,0.11
303.40,22.11,102.02,0.06
303.52,22.11,102.02,0.04
303.64,22.11,102.02,0.12
303.76,22.11,102.02,0.15
303.88,22.11,102.02,0.12
304.00,22.11,102.02,0.11
304.11,22.11,102.02,0.13
304.24,22.11,102.02,0.17
304.36,22.11,102.02,0.20
304.48,22.11,102.02,0.19
304.60,22.11,102.02,0.10
304.72,22.11,102.02,0.15
304.84,22.11,102.02,0.18
304.96,22.11,102.02,0.16
305.08,22.11,102.02,0.11
305.20,22.11,102.02,0.08
305.32,22.11,102.02,0.07
305.44,22.11,102.02,0.03
305.56,22.11,102.02,0.04
305.68,22.11,102.02,0.03
305.80,22.11,102.02,0.07
305.92,22.11,102.02,0.06
306.04,22.11,102.02,0.09
306.16,22.11,102.02,0.04
306.28,22.11,102.02,0.10
306.40,22.11,102.02,0.07
306.52,22.11,102.02,0.05
306.64,22.11,102.02,0.11
306.76,22.11,102.02,0.11
306.88,22.11,102.02,0.15
307.00,22.11,102.02,0.14
307.12,22.11,102.02,0.14
307.25,22.11,102.02,0.13
307.36,22.11,102.02,0.09
307.48,22.11,102.02,0.10
307.60,22.11,102.02,0.10
307.72,22.11,102.02,0.12
307.85,22.11,102.02,0.10
307.96,22.11,102.02,0.09
308.08,22.11,102.02,0.14
308.20,22.11,102.02,0.13
308.32,22.11,102.02,0.17
308.45,22.11,102.02,0.16
308.56,22.11,102.02,0.15
308.68,22.11,102.02,0.16
308.80,22.11,102.02,0.16
308.92,22.11,102.02,0.15
309.05,22.11,102.02,0.17
309.17,22.11,102.02,0.13
309.28,22.11,102.02,0.14
309.40,22.11,102.02,0.17
309.52,22.11,102.02,0.18
309.65,22.11,102.02,0.19
309.77,22.11,102.02,0.23
309.88,22.11,102.02,0.21
310.00,22.11,102.02,0.19
310.12,22.11,102.02,0.17
310.25,22.11,102.02,0.18
310.37,22.11,102.02,0.20
310.48,22.11,102.02,0.21
310.60,22.11,102.02,0.18
310.72,22.11,102.02,0.20
310.85,22.11,102.02,0.22
310.97,22.11,102.02,0.18
311.08,22.11,102.02,0.20
311.20,22.11,102.02,0.13
311.32,22.11,102.02,0.14
311.45,22.11,102.02,0.15
311.57,22.11,102.02,0.10
311.69,22.11,102.02,0.13
311.80,22.11,102.02,0.13
311.92,22.11,102.02,0.17
312.05,22.11,102.02,0.18
312.17,22.11,102.02,0.20
312.29,22.11,102.02,0.11
312.40,22.11,102.02,0.06
312.52,22.11,102.02,0.11
312.65,22.11,102.02,0.11
312.77,22.11,102.02,0.06
312.89,22.10,102.02,0.11
313.00,22.10,102.02,0.15
313.12,22.11,102.02,0.25
313.25,22.11,102.02,0.15
313.37,22.11,102.02,0.09
313.49,22.11,102.02,0.10
313.60,22.11,102.02,0.08
313.72,22.11,102.02,0.09
313.85,22.11,102.02,0.08
313.97,22.11,102.02,0.06
314.09,22.11,102.02,0.07
314.20,22.11,102.02,0.11
314.32,22.11,102.02,0.16
314.45,22.11,102.02,0.21
314.57,22.11,102.02,0.17
314.69,22.11,102.02,0.11
314.80,22.11,102.02,0.13
314.92,22.11,102.02,0.10
315.05,22.11,102.02,0.09
315.17,22.11,102.02,0.04
315.29,22.11,102.02,0.05
315.41,22.11,102.02,0.09
315.52,22.11,102.02,0.12
315.65,22.11,102.02,0.06
315.77,22.11,102.02,0.10
315.89,22.11,102.02,0.15
316.01,22.11,102.02,0.13
316.12,22.11,102.02,0.12
316.25,22.11,102.02,0.12
316.37,22.11,102.02,0.09
316.49,22.11,102.02,0.15
316.61,22.11,102.02,0.10
316.72,22.11,102.02,0.11
316.85,22.11,102.02,0.04
316.97,22.11,102.02,0.11
317.09,22.11,102.02,0.12
317.21,22.11,102.02,0.14
317.32,22.11,102.02,0.16
317.45,22.11,102.02,0.20
317.57,22.11,102.02,0.21
317.69,22.11,102.02,0.17
317.81,22.11,102.02,0.15
317.92,22.11,102.02,0.23
318.05,22.11,102.02,0.24
318.17,22.11,102.02,0.16
318.29,22.11,102.02,0.19
318.41,22.11,102.02,0.17
318.52,22.11,102.02,0.18
318.65,22.11,102.02,0.15
318.77,22.11,102.02,0.18
318.89,22.11,102.02,0.16
319.01,22.11,102.02,0.16
319.13,22.11,102.02,0.13
319.25,22.11,102.02,0.13
319.37,22.11,102.02,0.09
319.49,22.11,102.02,0.15
319.61,22.11,102.02,0.22
319.73,22.11,102.02,0.14
319.85,22.11,102.02,0.15
319.97,22.11,102.02,0.15
320.09,22.11,102.02,0.17
320.21,22.11,102.02,0.16
320.33,22.11,102.02,0.13
320.45,22.11,102.02,0.11
320.57,22.11,102.02,0.03
320.69,22.11,102.02,0.01
320.81,22.11,102.02,0.03
320.93,22.11,102.02,0.02
321.05,22.11,102.02,0.07
321.17,22.11,102.02,0.06
321.29,22.11,102.02,0.06
321.41,22.11,102.02,0.02
321.53,22.11,102.02,0.01
321.65,22.11,102.02,0.10
321.77,22.11,102.02,0.08
321.89,22.11,102.02,0.11
322.01,22.11,102.02,0.10
322.13,22.11,102.02,0.16
322.26,22.11,102.02,0.15
322.37,22.11,102.02,0.22
322.49,22.11,102.02,0.19
322.61,22.11,102.02,0.18
322.73,22.11,102.02,0.22
322.86,22.11,102.02,0.19
322.97,22.11,102.02,0.27
323.09,22.11,102.02,0.20
323.21,22.11,102.02,0.19
323.33,22.11,102.02,0.22
323.46,22.11,102.02,0.29
323.57,22.11,102.02,0.25
323.69,22.11,102.02,0.28
323.81,22.11,102.02,0.21
323.93,22.11,102.02,0.25
324.06,22.11,102.02,0.24
324.17,22.11,102.02,0.25
324.29,22.11,102.02,0.24
324.41,22.11,102.02,0.28
324.53,22.11,102.02,0.28
324.66,22.11,102.02,0.24
324.77,22.11,102.02,0.26
324.89,22.11,102.02,0.25
325.01,22.11,102.02,0.29
325.13,22.11,102.02,0.31
325.26,22.11,102.02,0.33
325.38,22.11,102.02,0.28
325.49,22.11,102.02,0.25
325.61,22.11,102.02,0.22
325.73,22.10,102.02,0.22
325.86,22.10,102.02,0.25
325.98,22.10,102.02,0.24
326.09,22.10,102.02,0.11
326.21,22.11,102.02,0.13
326.33,22.11,102.02,0.12
326.46,22.11,102.02,0.15
326.58,22.11,102.02,0.12
326.69,22.11,102.02,0.16
326.81,22.11,102.02,0.16
326.93,22.11,102.02,0.13
327.06,22.11,102.02,0.10
327.18,22.11,102.02,0.10
327.29,22.11,102.02,0.14
327.41,22.11,102.02,0.11
327.53,22.11,102.02,0.07
327.66,22.11,102.02,0.10
327.78,22.11,102.02,0.13
327.89,22.11,102.02,0.08
328.01,22.11,102.02,0.07
328.13,22.11,102.02,0.16
328.26,22.11,102.02,0.21
328.38,22.11,102.02,0.24
328.50,22.11,102.02,0.21
328.61,22.11,102.02,0.20
328.73,22.11,102.02,0.23
328.86,22.11,102.02,0.17
328.98,22.11,102.02,0.14
329.10,22.11,102.02,0.15
329.21,22.11,102.02,0.09
329.33,22.11,102.02,0.13
329.46,22.11,102.02,0.17
329.58,22.11,102.02,0.15
329.70,22.11,102.02,0.13
329.82,22.11,102.02,0.16
329.93,22.11,102.02,0.22
330.06,22.11,102.02,0.18
330.18,22.11,102.02,0.13
330.30,22.11,102.02,0.14
330.42,22.11,102.02,0.13
330.53,22.11,102.02,0.18
330.66,22.11,102.02,0.23
330.78,22.11,102.02,0.24
330.90,22.11,102.02,0.27
331.02,22.11,102.02,0.31
331.13,22.11,102.02,0.26
331.26,22.11,102.02,0.29
331.38,22.11,102.02,0.21
331.50,22.11,102.02,0.22
331.62,22.11,102.02,0.22
331.73,22.11,102.02,0.25
331.86,22.11,102.02,0.26
331.98,22.11,102.02,0.24
332.10,22.11,102.02,0.24
332.22,22.11,102.02,0.24
332.33,22.11,102.02,0.20
332.46,22.11,102.02,0.20
332.58,22.11,102.02,0.17
332.70,22.11,102.02,0.22
332.82,22.11,102.02,0.28
332.94,22.11,102.02,0.28
333.06,22.11,102.02,0.27
333.18,22.11,102.02,0.21
333.30,22.11,102.02,0.22
333.42,22.11,102.02,0.31
333.54,22.11,102.02,0.29
333.66,22.11,102.02,0.29
333.78,22.11,102.02,0.34
333.90,22.11,102.02,0.26
334.02,22.11,102.02,0.32
334.14,22.11,102.02,0.30
334.26,22.11,102.02,0.24
334.38,22.11,102.02,0.18
334.50,22.11,102.02,0.16
334.62,22.11,102.02,0.13
334.74,22.11,102.02,0.04
334.86,22.11,102.02,0.09
334.98,22.11,102.02,0.11
335.10,22.11,102.02,0.16
335.22,22.11,102.02,0.16
335.34,22.11,102.02,0.15
335.46,22.11,102.02,0.17
335.58,22.11,102.02,0.17
335.70,22.11,102.02,0.13
335.82,22.11,102.02,0.09
335.94,22.11,102.02,0.09
336.06,22.11,102.02,0.09
336.18,22.10,102.02,0.06
336.30,22.11,102.02,0.07
336.42,22.11,102.02,0.10
336.54,22.11,102.02,0.12
336.67,22.11,102.02,0.07
336.78,22.11,102.02,0.11
336.90,22.11,102.02,0.06
337.02,22.11,102.02,0.08
337.14,22.11,102.02,0.09
337.27,22.11,102.02,0.14
337.38,22.11,102.02,0.16
337.50,22.11,102.02,0.20
337.62,22.11,102.02,0.13
337.74,22.11,102.02,0.10
337.86,22.11,102.02,0.15
337.98,22.11,102.02,0.16
338.10,22.11,102.02,0.16
338.22,22.11,102.02,0.16
338.34,22.11,102.02,0.12
338.47,22.11,102.02,0.16
338.58,22.11,102.02,0.17
338.70,22.11,102.02,0.13
338.82,22.11,102.02,0.23
338.94,22.11,102.02,0.19
339.07,22.11,102.02,0.21
339.18,22.11,102.02,0.14
339.30,22.11,102.02,0.13
339.42,22.11,102.02,0.11
339.54,22.11,102.02,0.10
339.67,22.11,102.02,0.14
339.79,22.11,102.02,0.15
339.90,22.11,102.02,0.19
340.02,22.11,102.02,0.12
340.14,22.11,102.02,0.10
340.27,22.11,102.02,0.05
340.39,22.11,102.02,0.08
340.50,22.11,102.02,0.16
340.62,22.11,102.02,0.16
340.74,22.11,102.02,0.19
340.87,22.11,102.02,0.23
340.98,22.11,102.02,0.25
341.10,22.11,102.02,0.20
341.22,22.11,102.02,0.12
341.34,22.11,102.02,0.14
341.47,22.11,102.02,0.14
341.59,22.11,102.02,0.17
341.70,22.11,102.02,0.21
341.82,22.11,102.02,0.17
341.94,22.11,102.02,0.17
342.07,22.11,102.02,0.18
342.19,22.11,102.02,0.17
342.30,22.11,102.02,0.17
342.42,22.11,102.02,0.15
342.54,22.11,102.02,0.23
342.67,22.11,102.02,0.28
342.79,22.11,102.02,0.26
342.91,22.11,102.02,0.22
343.02,22.11,102.02,0.18
343.14,22.11,102.02,0.26
343.27,22.11,102.02,0.25
343.39,22.11,102.02,0.27
343.51,22.11,102.02,0.21
343.62,22.11,102.02,0.26
343.74,22.11,102.02,0.25
343.87,22.12,102.02,0.23
343.99,22.12,102.02,0.18
344.11,22.12,102.02,0.20
344.22,22.12,102.02,0.20
344.34,22.12,102.02,0.16
344.47,22.12,102.02,0.15
344.59,22.12,102.02,0.11
344.71,22.12,102.02,0.04
344.82,22.12,102.02,0.12
344.94,22.11,102.02,0.18
345.07,22.11,102.02,0.17
345.19,22.11,102.02,0.16
345.31,22.11,102.02,0.14
345.42,22.11,102.02,0.12
345.54,22.11,102.02,0.06
345.67,22.11,102.02,0.11
345.79,22.12,102.02,0.08
345.91,22.11,102.02,0.13
346.02,22.11,102.02,0.16
346.14,22.11,102.02,0.17
346.27,22.11,102.02,0.19
346.39,22.11,102.02,0.14
346.51,22.11,102.02,0.13
346.63,22.11,102.02,0.14
346.74,22.11,102.02,0.13
346.87,22.11,102.02,0.16
BUTTON PRESSED
ZEROED
346.99,22.11,102.02,0.12
BUTTON PRESSED
ZEROED
347.11,22.11,102.02,-0.04
347.23,22.11,102.02,-0.01
347.35,22.11,102.02,-0.01
347.48,22.11,102.02,-0.06
347.60,22.11,102.02,-0.04
347.71,22.11,102.02,-0.06
347.83,22.11,102.02,0.01
347.95,22.12,102.02,0.06
348.08,22.12,102.02,0.10
348.20,22.12,102.02,0.03
348.32,22.11,102.02,0.04
348.43,22.11,102.02,0.07
348.55,22.11,102.02,0.04
348.68,22.11,102.02,0.06
348.80,22.11,102.02,0.10
348.92,22.11,102.02,0.06
349.03,22.11,102.02,0.06
349.15,22.11,102.02,0.11
349.28,22.11,102.02,0.08
349.40,22.11,102.02,0.07
349.52,22.11,102.02,0.09
349.63,22.11,102.02,0.10
349.75,22.11,102.02,0.07
349.88,22.11,102.02,0.15
350.00,22.11,102.02,0.12
350.11,22.11,102.02,0.15
350.23,22.12,102.02,0.18
350.35,22.12,102.02,0.17
350.48,22.12,102.02,0.12
350.60,22.12,102.02,0.14
350.72,22.12,102.02,0.08
350.83,22.12,102.02,0.07
350.95,22.12,102.02,0.03
351.08,22.12,102.02,-0.01
351.20,22.12,102.02,0.07
351.32,22.12,102.02,0.08
351.44,22.12,102.02,0.08
351.55,22.12,102.02,0.08
351.68,22.12,102.02,0.10
351.80,22.12,102.02,0.01
351.92,22.12,102.02,0.05
352.04,22.12,102.02,0.06
352.15,22.12,102.02,0.08
352.28,22.12,102.02,0.04
352.40,22.12,102.02,0.02
352.52,22.11,102.02,0.06
352.64,22.12,102.02,0.04
352.75,22.11,102.02,0.03
352.88,22.11,102.02,-0.01
353.00,22.11,102.02,-0.03
353.12,22.11,102.02,-0.06
353.24,22.11,102.02,-0.04
353.35,22.11,102.02,0.01
353.48,22.12,102.02,0.04
353.60,22.12,102.02,0.03
353.72,22.11,102.02,0.04
353.84,22.12,102.02,0.08
353.95,22.12,102.02,0.06
354.08,22.12,102.02,0.02
354.20,22.12,102.02,-0.01
354.32,22.11,102.02,-0.02
354.44,22.11,102.02,-0.05
354.55,22.12,102.02,-0.10
354.68,22.12,102.02,-0.12
354.80,22.12,102.02,-0.07
354.92,22.12,102.02,-0.02
355.04,22.12,102.02,-0.02
355.16,22.13,102.02,-0.03
355.28,22.13,102.02,0.00
355.40,22.13,102.02,0.00
355.52,22.13,102.02,-0.02
355.64,22.13,102.02,-0.02
355.76,22.13,102.02,-0.07
355.89,22.13,102.02,-0.02
356.00,22.13,102.02,0.02
356.12,22.13,102.02,-0.02
356.24,22.14,102.02,0.01
356.36,22.14,102.02,0.02
356.49,22.14,102.02,0.00
356.60,22.14,102.02,0.05
356.72,22.14,102.02,0.01
356.84,22.14,102.02,-0.04
356.96,22.14,102.02,-0.05
357.09,22.14,102.02,-0.07
357.20,22.15,102.02,-0.06
357.32,22.15,102.02,0.02
357.44,22.14,102.02,-0.01
357.56,22.14,102.02,-0.02
357.69,22.14,102.02,-0.01
357.81,22.14,102.02,-0.02
357.92,22.14,102.02,-0.08
358.04,22.14,102.02,0.03
358.16,22.14,102.02,-0.03
358.29,22.14,102.02,-0.03
358.41,22.14,102.02,0.03
358.52,22.14,102.02,0.04
358.64,22.14,102.02,0.10
358.76,22.13,102.02,0.03
358.89,22.13,102.02,0.03
359.01,22.13,102.02,0.06
359.12,22.13,102.02,0.14
359.24,22.13,102.02,0.15
359.36,22.13,102.02,0.22
359.49,22.13,102.02,0.21
359.61,22.13,102.02,0.28
359.73,22.13,102.01,0.32
359.84,22.13,102.01,0.30
359.96,22.13,102.01,0.35
360.09,22.13,102.01,0.35
360.21,22.13,102.01,0.39
360.33,22.13,102.01,0.45
360.44,22.13,102.01,0.51
360.56,22.14,102.01,0.50
360.69,22.14,102.01,0.54
360.81,22.14,102.01,0.50
360.93,22.14,102.01,0.45
361.04,22.14,102.01,0.45
361.16,22.14,102.01,0.44
361.29,22.15,102.01,0.38
361.41,22.15,102.01,0.44
361.53,22.15,102.01,0.48
361.64,22.15,102.01,0.49
361.76,22.15,102.01,0.46
361.89,22.15,102.01,0.47
362.01,22.15,102.01,0.40
362.13,22.15,102.01,0.37
362.25,22.15,102.01,0.34
362.36,22.15,102.01,0.39
362.49,22.15,102.01,0.49
362.61,22.15,102.01,0.41
362.73,22.15,102.01,0.36
362.85,22.15,102.01,0.40
362.96,22.16,102.01,0.40
363.09,22.16,102.01,0.39
363.21,22.16,102.01,0.34
363.33,22.16,102.01,0.42
363.45,22.16,102.01,0.48
363.57,22.16,102.01,0.54
363.69,22.16,102.01,0.51
363.81,22.16,102.01,0.49
363.93,22.16,102.01,0.43
364.05,22.16,102.01,0.43
364.17,22.16,102.01,0.38
364.29,22.17,102.01,0.36
364.41,22.17,102.01,0.28
364.53,22.17,102.01,0.28
364.65,22.17,102.01,0.21
364.77,22.17,102.02,0.16
364.89,22.17,102.02,0.16
365.01,22.17,102.02,0.15
365.13,22.17,102.02,0.13
365.25,22.18,102.02,0.12
365.37,22.18,102.02,0.14
365.49,22.18,102.02,0.16
365.61,22.19,102.02,0.16
365.73,22.19,102.02,0.19
365.85,22.19,102.02,0.20
365.97,22.19,102.02,0.17
366.09,22.19,102.02,0.15
366.21,22.19,102.02,0.14
366.33,22.19,102.02,0.15
366.45,22.19,102.02,0.17
366.57,22.19,102.02,0.11
366.70,22.19,102.02,0.11
366.81,22.20,102.02,0.12
366.93,22.20,102.02,0.11
367.05,22.20,102.02,0.16
367.17,22.20,102.02,0.13
367.30,22.20,102.02,0.06
367.41,22.20,102.02,0.12
367.53,22.20,102.02,0.14
367.65,22.20,102.02,0.09
367.77,22.20,102.02,0.09
367.90,22.20,102.02,0.15
368.01,22.20,102.02,0.19
368.13,22.20,102.02,0.15
368.25,22.21,102.02,0.21
368.37,22.21,102.02,0.16
368.50,22.21,102.02,0.05
368.61,22.21,102.02,0.06
368.73,22.22,102.02,0.02
368.85,22.22,102.02,0.02
368.97,22.22,102.02,-0.05
369.10,22.22,102.02,-0.04
369.22,22.22,102.02,-0.12
369.33,22.22,102.02,-0.09
369.45,22.23,102.02,-0.02
369.57,22.23,102.02,0.03
369.70,22.23,102.02,0.09
369.82,22.23,102.02,0.11
369.93,22.23,102.02,0.13
370.05,22.24,102.02,0.15
370.17,22.24,102.02,0.15
370.30,22.24,102.02,0.11
370.42,22.24,102.02,0.08
370.54,22.24,102.02,0.04
370.65,22.24,102.02,0.03
370.77,22.24,102.02,0.01
370.90,22.24,102.02,0.09
371.02,22.24,102.02,0.11
371.14,22.24,102.02,0.10
371.25,22.24,102.02,0.11
371.37,22.24,102.02,0.09
371.50,22.25,102.02,0.07
371.62,22.25,102.02,0.04
371.73,22.25,102.02,0.10
371.85,22.25,102.02,0.12
371.97,22.25,102.02,0.10
372.10,22.25,102.02,0.16
372.22,22.25,102.02,0.09
372.34,22.25,102.02,0.12
372.45,22.25,102.02,0.13
372.57,22.25,102.02,0.13
372.70,22.25,102.02,0.10
372.82,22.26,102.02,0.06
372.94,22.26,102.02,0.04
373.05,22.26,102.02,-0.01
373.17,22.26,102.02,-0.01
373.30,22.26,102.02,0.02
373.42,22.26,102.02,0.04
373.54,22.26,102.02,0.03
373.66,22.26,102.02,-0.01
373.77,22.27,102.02,-0.01
373.90,22.27,102.02,0.01
374.02,22.27,102.02,0.12
374.14,22.27,102.02,0.13
374.26,22.27,102.02,0.15
374.37,22.27,102.02,0.16
374.50,22.27,102.02,0.11
374.62,22.28,102.02,0.15
374.74,22.28,102.02,0.17
374.86,22.28,102.02,0.16
374.97,22.28,102.02,0.17
375.10,22.28,102.02,0.09
375.22,22.28,102.02,0.09
375.34,22.28,102.02,0.07
375.46,22.28,102.02,0.07
375.58,22.28,102.02,0.05
375.70,22.28,102.02,0.03
375.82,22.28,102.02,0.01
375.94,22.28,102.02,-0.01
376.06,22.29,102.02,-0.01
376.17,22.29,102.02,-0.04
376.30,22.29,102.02,0.02
376.42,22.29,102.02,-0.01
376.54,22.29,102.02,0.04
376.66,22.29,102.02,0.08
376.78,22.29,102.02,0.11
376.90,22.29,102.02,0.06
377.02,22.29,102.02,0.08
377.14,22.29,102.02,0.04
377.26,22.30,102.02,0.00
377.38,22.30,102.02,-0.02
377.50,22.30,102.02,0.05
377.62,22.30,102.02,-0.01
377.74,22.30,102.02,-0.01
377.86,22.30,102.02,0.06
377.98,22.30,102.02,0.14
378.11,22.31,102.02,0.13
378.22,22.31,102.02,0.09
378.34,22.31,102.02,0.16
378.46,22.31,102.02,0.15
378.58,22.31,102.02,0.17
378.70,22.31,102.02,0.17
378.82,22.31,102.02,0.11
378.94,22.31,102.02,0.03
379.06,22.31,102.02,0.07
379.18,22.31,102.02,0.03
379.30,22.31,102.02,0.11
379.42,22.31,102.02,0.08
379.54,22.32,102.02,0.03
379.66,22.32,102.02,0.06
379.78,22.32,102.02,0.10
379.91,22.32,102.02,0.08
380.02,22.32,102.02,0.07
380.14,22.32,102.02,0.04
380.26,22.32,102.02,-0.02
380.38,22.32,102.02,-0.03
380.51,22.32,102.02,0.06
380.63,22.32,102.02,0.08
380.74,22.32,102.02,0.06
380.86,22.32,102.02,0.03
380.98,22.32,102.02,-0.02
381.11,22.33,102.02,-0.08
381.23,22.33,102.02,-0.04
381.34,22.33,102.02,-0.08
381.46,22.33,102.02,-0.12
381.58,22.33,102.02,-0.07
381.71,22.33,102.02,-0.10
381.83,22.33,102.02,-0.05
381.95,22.33,102.02,-0.01
382.06,22.33,102.02,0.01
382.18,22.33,102.02,0.05
382.31,22.33,102.02,0.08
382.43,22.34,102.02,0.09
382.55,22.34,102.02,0.07
382.66,22.34,102.02,0.04
382.78,22.34,102.02,0.04
382.91,22.34,102.02,-0.02
383.03,22.34,102.02,0.05
383.15,22.34,102.02,-0.03
383.26,22.34,102.02,0.01
383.38,22.34,102.02,-0.02
383.51,22.34,102.02,0.01
383.63,22.35,102.02,-0.05
383.75,22.35,102.02,-0.03
383.86,22.35,102.02,-0.02
383.98,22.35,102.02,0.01
384.11,22.35,102.02,0.03
384.23,22.35,102.02,0.05
384.35,22.35,102.02,0.02
384.47,22.35,102.02,-0.03
384.58,22.35,102.02,-0.02
384.71,22.35,102.02,-0.01
384.83,22.35,102.02,-0.03
384.95,22.35,102.02,0.01
385.07,22.35,102.02,0.01
385.19,22.35,102.02,-0.01
385.31,22.35,102.02,-0.05
385.43,22.35,102.02,-0.11
385.55,22.36,102.02,-0.09
385.67,22.36,102.02,-0.12
385.79,22.36,102.02,-0.12
385.91,22.36,102.02,-0.14
386.03,22.36,102.02,-0.17
386.15,22.36,102.02,-0.21
386.27,22.36,102.02,-0.20
386.39,22.36,102.02,-0.14
386.51,22.36,102.02,-0.15
386.63,22.36,102.02,-0.15
386.75,22.36,102.02,-0.05
386.87,22.36,102.02,-0.02
386.99,22.36,102.02,-0.06
387.12,22.36,102.02,0.02
387.23,22.36,102.02,0.01
387.35,22.36,102.02,0.04
387.47,22.37,102.02,-0.03
387.59,22.36,102.02,0.01
387.72,22.37,102.02,-0.02
387.83,22.37,102.02,-0.11
387.95,22.37,102.02,-0.07
388.07,22.37,102.02,-0.06
388.19,22.37,102.02,-0.01
388.32,22.37,102.02,-0.02
388.44,22.37,102.02,-0.06
388.55,22.37,102.02,-0.10
388.67,22.36,102.02,-0.08
388.79,22.36,102.02,-0.09
388.92,22.36,102.02,-0.12
389.04,22.36,102.02,-0.18
389.15,22.36,102.02,-0.12
389.27,22.36,102.02,-0.13
389.39,22.36,102.02,-0.12
389.52,22.36,102.02,-0.07
389.64,22.36,102.02,-0.11
389.76,22.36,102.02,-0.14
389.87,22.36,102.02,-0.12
389.99,22.36,102.02,-0.13
390.12,22.35,102.02,-0.08
390.24,22.35,102.02,-0.06
390.36,22.35,102.02,-0.03
390.47,22.35,102.02,0.02
390.59,22.35,102.02,0.02
390.72,22.35,102.02,-0.03
390.84,22.35,102.02,0.01
390.96,22.35,102.02,-0.05
391.08,22.35,102.02,-0.01
391.19,22.35,102.02,-0.04
391.32,22.35,102.02,-0.05
391.44,22.35,102.02,-0.05
391.56,22.35,102.02,-0.14
391.67,22.35,102.02,-0.21
391.79,22.35,102.02,-0.21
391.92,22.35,102.02,-0.18
392.04,22.35,102.02,-0.15
392.16,22.35,102.02,-0.14
392.28,22.35,102.02,-0.08
392.39,22.34,102.02,-0.09
392.52,22.34,102.02,-0.14
392.64,22.34,102.02,-0.08
392.76,22.34,102.02,-0.01
392.88,22.34,102.02,0.02
393.00,22.34,102.02,0.01
393.12,22.34,102.02,-0.05
393.24,22.34,102.02,-0.10
393.36,22.34,102.02,-0.08
393.48,22.33,102.02,-0.05
393.60,22.33,102.02,-0.10
393.72,22.33,102.02,-0.06
393.84,22.33,102.02,-0.12
393.96,22.33,102.02,-0.05
394.08,22.33,102.02,-0.08
394.20,22.33,102.02,-0.09
394.33,22.33,102.02,-0.12
394.44,22.33,102.02,-0.05
394.56,22.33,102.02,-0.04
394.68,22.33,102.02,-0.05
394.80,22.33,102.02,-0.03
394.93,22.33,102.02,-0.07
395.04,22.33,102.02,-0.04
395.16,22.33,102.02,-0.11
395.28,22.33,102.02,-0.11
395.40,22.33,102.02,-0.09
395.53,22.32,102.02,-0.06
395.64,22.32,102.02,-0.12
395.76,22.32,102.02,-0.04
395.88,22.32,102.02,-0.11
396.00,22.32,102.02,-0.04
396.13,22.32,102.02,-0.02
396.25,22.32,102.02,-0.08
396.36,22.32,102.02,-0.05
396.48,22.32,102.02,-0.05
396.60,22.32,102.02,-0.03
396.73,22.31,102.02,-0.08
396.85,22.31,102.02,-0.07
396.96,22.31,102.02,-0.09
397.08,22.31,102.02,-0.05
397.20,22.31,102.02,-0.07
397.33,22.31,102.02,-0.01
397.45,22.31,102.02,-0.07
397.57,22.31,102.02,-0.10
397.68,22.31,102.02,-0.09
397.80,22.31,102.02,-0.13
397.93,22.31,102.02,-0.03
398.05,22.30,102.02,-0.02
398.17,22.30,102.02,-0.04
398.28,22.30,102.02,-0.07
398.40,22.30,102.02,-0.04
398.53,22.30,102.02,-0.02
398.65,22.30,102.02,-0.02
398.77,22.30,102.02,-0.07
398.89,22.30,102.02,-0.07
399.00,22.30,102.02,-0.04
399.13,22.30,102.02,0.05
399.25,22.29,102.02,0.03
399.37,22.29,102.02,-0.06
399.49,22.29,102.02,-0.06
399.60,22.29,102.02,-0.02
399.73,22.29,102.02,-0.03
399.85,22.29,102.02,-0.05
399.97,22.29,102.02,0.00
400.09,22.29,102.02,-0.03
400.20,22.29,102.02,-0.02
400.33,22.29,102.02,-0.02
400.45,22.29,102.02,-0.03
400.57,22.29,102.02,-0.06
400.69,22.29,102.02,-0.05
400.81,22.29,102.02,-0.03
400.93,22.29,102.02,-0.03
401.05,22.29,102.02,-0.08
401.17,22.29,102.02,-0.06
